year	stock	age	CAA
1995	whitehake	10	18.3
1996	whitehake	10	7.7
1997	whitehake	10	8.5
1998	whitehake	10	15.7
1999	whitehake	10	23.2
2000	whitehake	10	70.8
2001	whitehake	10	39.7
2002	whitehake	10	10.5
2003	whitehake	10	59.0
2004	whitehake	10	45.5
2005	whitehake	10	26.2
2006	whitehake	10	16.2
2007	whitehake	10	13.9
2008	whitehake	10	10.4
2009	whitehake	10	7.3
2010	whitehake	10	14.7
2011	whitehake	10	28.1
2012	whitehake	10	38.3
2013	whitehake	10	35.7
2014	whitehake	10	15.8
1989	whitehake	11	12.7
1990	whitehake	11	17.2
1991	whitehake	11	26.3
1992	whitehake	11	17.2
1993	whitehake	11	13.6
1994	whitehake	11	13.2
1995	whitehake	11	5.8
1996	whitehake	11	7.0
1997	whitehake	11	5.1
1998	whitehake	11	6.5
1999	whitehake	11	12.5
2000	whitehake	11	16.2
2001	whitehake	11	14.6
2002	whitehake	11	3.8
2003	whitehake	11	17.1
2004	whitehake	11	27.5
2005	whitehake	11	56.8
2006	whitehake	11	27.3
2007	whitehake	11	20.8
2008	whitehake	11	7.7
2009	whitehake	11	24.6
2010	whitehake	11	39.2
2011	whitehake	11	42.2
2012	whitehake	11	33.6
2013	whitehake	11	48.8
2014	whitehake	11	51.2
1989	butterfish	1	43985.0
1990	butterfish	1	6658.0
1991	butterfish	1	51455.0
1992	butterfish	1	38474.0
1993	butterfish	1	36227.0
1994	butterfish	1	38612.0
1995	butterfish	1	77100.0
1996	butterfish	1	8844.0
1997	butterfish	1	11853.0
1998	butterfish	1	19249.0
1999	butterfish	1	49741.0
2000	butterfish	1	105792.0
2001	butterfish	1	58095.0
2002	butterfish	1	24218.0
2003	butterfish	1	16097.0
2004	butterfish	1	6310.0
2005	butterfish	1	2256.0
2006	butterfish	1	9135.0
2007	butterfish	1	967.0
2008	butterfish	1	11240.0
2009	butterfish	1	8232.0
2010	butterfish	1	23566.0
2011	butterfish	1	13846.0
2012	butterfish	1	4011.0
1989	butterfish	2	69341.0
1990	butterfish	2	19059.0
1991	butterfish	2	74854.0
1992	butterfish	2	53813.0
1993	butterfish	2	75960.0
1994	butterfish	2	86170.0
1995	butterfish	2	86378.0
1996	butterfish	2	15095.0
1997	butterfish	2	11853.0
1998	butterfish	2	75501.0
1999	butterfish	2	117687.0
2000	butterfish	2	58786.0
2001	butterfish	2	40158.0
2002	butterfish	2	24675.0
2003	butterfish	2	11586.0
2004	butterfish	2	15853.0
2005	butterfish	2	5871.0
2006	butterfish	2	11165.0
2007	butterfish	2	5338.0
2008	butterfish	2	8741.0
2009	butterfish	2	13981.0
2010	butterfish	2	36238.0
2011	butterfish	2	16993.0
2012	butterfish	2	17043.0
1989	butterfish	3	40807.0
1990	butterfish	3	12185.0
1991	butterfish	3	18339.0
1992	butterfish	3	40473.0
1993	butterfish	3	43613.0
1994	butterfish	3	41308.0
1995	butterfish	3	41886.0
1996	butterfish	3	28307.0
1997	butterfish	3	11853.0
1998	butterfish	3	50211.0
1999	butterfish	3	36872.0
2000	butterfish	3	26836.0
2001	butterfish	3	61606.0
2002	butterfish	3	12623.0
2003	butterfish	3	6727.0
2004	butterfish	3	5790.0
2005	butterfish	3	5409.0
2006	butterfish	3	3560.0
2007	butterfish	3	4509.0
2008	butterfish	3	6463.0
2009	butterfish	3	5474.0
2010	butterfish	3	18011.0
2011	butterfish	3	8548.0
2012	butterfish	3	5629.0
1989	butterfish	4	12020.0
1990	butterfish	4	3194.0
1991	butterfish	4	6557.0
1992	butterfish	4	4540.0
1993	butterfish	4	21399.0
1994	butterfish	4	13165.0
1995	butterfish	4	5886.0
1996	butterfish	4	12303.0
1997	butterfish	4	11853.0
1998	butterfish	4	3482.0
1999	butterfish	4	6688.0
2000	butterfish	4	5647.0
2001	butterfish	4	5892.0
2002	butterfish	4	3432.0
2003	butterfish	4	6711.0
2004	butterfish	4	1995.0
2005	butterfish	4	2562.0
2006	butterfish	4	1501.0
2007	butterfish	4	1330.0
2008	butterfish	4	1431.0
2009	butterfish	4	1623.0
2010	butterfish	4	6380.0
2011	butterfish	4	2879.0
2012	butterfish	4	2120.0
1989	butterfish	5	240.0
1990	butterfish	5	288.0
1991	butterfish	5	252.0
1992	butterfish	5	144.0
1993	butterfish	5	0.0
1994	butterfish	5	2945.0
1995	butterfish	5	15.0
1996	butterfish	5	981.0
1997	butterfish	5	11853.0
1998	butterfish	5	19.0
1999	butterfish	5	2687.0
2000	butterfish	5	3577.0
2001	butterfish	5	732.0
2002	butterfish	5	879.0
2003	butterfish	5	1559.0
2004	butterfish	5	720.0
2005	butterfish	5	1032.0
2006	butterfish	5	592.0
2007	butterfish	5	176.0
2008	butterfish	5	237.0
2009	butterfish	5	496.0
2010	butterfish	5	506.0
2011	butterfish	5	1822.0
2012	butterfish	5	642.0
1965	herring	1	3123.7
1966	herring	1	2645.1
1967	herring	1	8529.5
1968	herring	1	6072.8
1969	herring	1	38924.2
1970	herring	1	23763.0
1971	herring	1	23094.3
1972	herring	1	4274.9
1973	herring	1	6852.2
1974	herring	1	3087.1
1975	herring	1	3687.2
1976	herring	1	5379.5
1977	herring	1	21193.8
1978	herring	1	9528.6
1979	herring	1	340.5
1980	herring	1	19549.1
1981	herring	1	3268.4
1982	herring	1	2975.1
1983	herring	1	2889.9
1984	herring	1	1393.7
1985	herring	1	2095.2
1986	herring	1	2410.9
1987	herring	1	5528.2
1988	herring	1	4373.3
1989	herring	1	2064.3
1990	herring	1	789.0
1991	herring	1	293.8
1992	herring	1	35.8
1993	herring	1	135.4
1994	herring	1	113.9
1995	herring	1	3111.4
1996	herring	1	414.6
1997	herring	1	541.5
1998	herring	1	25.0
1999	herring	1	129.5
2000	herring	1	101.3
2001	herring	1	101.2
2002	herring	1	2400.1
2003	herring	1	745.1
2004	herring	1	531.0
2005	herring	1	78.7
2006	herring	1	7226.3
2007	herring	1	313.5
2008	herring	1	1062.6
2009	herring	1	462.4
2010	herring	1	0.0
2011	herring	1	714.8
2012	herring	1	586.8
2013	herring	1	1313.8
2014	herring	1	895.8
1965	herring	2	115050.9
1966	herring	2	89032.2
1967	herring	2	35475.7
1968	herring	2	344793.2
1969	herring	2	114520.4
1970	herring	2	91966.1
1971	herring	2	17625.5
1972	herring	2	103684.4
1973	herring	2	49997.7
1974	herring	2	40267.0
1975	herring	2	38598.3
1976	herring	2	41714.4
1977	herring	2	31067.6
1978	herring	2	56674.8
1979	herring	2	72086.7
1980	herring	2	22419.1
1981	herring	2	73147.0
1982	herring	2	40065.3
1983	herring	2	22559.8
1984	herring	2	16250.5
1985	herring	2	32761.9
1986	herring	2	24229.3
1987	herring	2	20740.4
1988	herring	2	31107.4
1989	herring	2	47002.5
1990	herring	2	39474.1
1991	herring	2	32840.5
1992	herring	2	35088.1
1993	herring	2	30405.7
1994	herring	2	26481.2
1995	herring	2	33582.2
1996	herring	2	45276.9
1997	herring	2	22733.6
1998	herring	2	37967.6
1999	herring	2	25211.6
2000	herring	2	44943.9
2001	herring	2	18690.7
2002	herring	2	17113.5
2003	herring	2	36791.5
2004	herring	2	30747.8
2005	herring	2	12648.2
2006	herring	2	12965.3
2007	herring	2	48139.4
2008	herring	2	6338.4
2009	herring	2	15336.9
2010	herring	2	39879.1
2011	herring	2	6258.6
2012	herring	2	11145.8
2013	herring	2	19917.4
2014	herring	2	8388.6
1965	herring	3	5599.5
1966	herring	3	116216.5
1967	herring	3	62695.7
1968	herring	3	93246.6
1969	herring	3	183592.3
1970	herring	3	34231.8
1971	herring	3	70743.1
1972	herring	3	20294.5
1973	herring	3	139707.4
1974	herring	3	28919.8
1975	herring	3	17033.6
1976	herring	3	28745.4
1977	herring	3	7235.1
1978	herring	3	17277.2
1979	herring	3	29848.3
1980	herring	3	40472.8
1981	herring	3	3071.7
1982	herring	3	10426.2
1983	herring	3	8295.2
1984	herring	3	22522.8
1985	herring	3	6729.4
1986	herring	3	27342.9
1987	herring	3	18518.2
1988	herring	3	14291.7
1989	herring	3	20475.3
1990	herring	3	22685.0
1991	herring	3	24437.5
1992	herring	3	30500.4
1993	herring	3	25758.3
1994	herring	3	18391.5
1995	herring	3	15525.8
1996	herring	3	19727.4
1997	herring	3	74870.5
1998	herring	3	20513.1
1999	herring	3	46085.6
2000	herring	3	8125.7
2001	herring	3	60524.3
2002	herring	3	16452.2
2003	herring	3	20480.6
2004	herring	3	50492.7
2005	herring	3	46205.2
2006	herring	3	31370.1
2007	herring	3	19114.3
2008	herring	3	37659.0
2009	herring	3	14496.3
2010	herring	3	15185.4
2011	herring	3	66917.3
2012	herring	3	4279.2
2013	herring	3	15139.6
2014	herring	3	47776.6
1965	herring	4	2168.3
1966	herring	4	5223.1
1967	herring	4	50361.2
1968	herring	4	17386.0
1969	herring	4	22765.0
1970	herring	4	61305.1
1971	herring	4	60210.0
1972	herring	4	32538.4
1973	herring	4	35503.7
1974	herring	4	129880.0
1975	herring	4	27423.6
1976	herring	4	8586.8
1977	herring	4	16273.3
1978	herring	4	6363.4
1979	herring	4	8446.3
1980	herring	4	24309.0
1981	herring	4	14552.2
1982	herring	4	1337.7
1983	herring	4	5990.6
1984	herring	4	7747.8
1985	herring	4	11869.0
1986	herring	4	6160.9
1987	herring	4	24634.4
1988	herring	4	11974.7
1989	herring	4	7338.2
1990	herring	4	9322.4
1991	herring	4	15457.1
1992	herring	4	16800.1
1993	herring	4	16868.2
1994	herring	4	9010.3
1995	herring	4	7932.1
1996	herring	4	9939.6
1997	herring	4	12305.9
1998	herring	4	45286.0
1999	herring	4	14007.1
2000	herring	4	17272.2
2001	herring	4	8483.2
2002	herring	4	32333.3
2003	herring	4	8630.0
2004	herring	4	11824.4
2005	herring	4	27112.7
2006	herring	4	39654.8
2007	herring	4	16623.3
2008	herring	4	11857.5
2009	herring	4	42318.5
2010	herring	4	5992.2
2011	herring	4	8637.7
2012	herring	4	56841.7
2013	herring	4	8021.0
2014	herring	4	9313.0
1965	herring	5	272.5
1966	herring	5	5844.1
1967	herring	5	24991.6
1968	herring	5	11353.1
1969	herring	5	6607.0
1970	herring	5	43453.3
1971	herring	5	60651.7
1972	herring	5	41902.5
1973	herring	5	12977.9
1974	herring	5	14346.6
1975	herring	5	122242.3
1976	herring	5	10191.3
1977	herring	5	4228.6
1978	herring	5	10131.1
1979	herring	5	2616.8
1980	herring	5	3194.9
1981	herring	5	8971.8
1982	herring	5	8835.4
1983	herring	5	338.3
1984	herring	5	5217.3
1985	herring	5	4579.6
1986	herring	5	4748.3
1987	herring	5	4492.7
1988	herring	5	18574.3
1989	herring	5	6726.9
1990	herring	5	4007.1
1991	herring	5	11900.1
1992	herring	5	16754.5
1993	herring	5	15058.9
1994	herring	5	11562.7
1995	herring	5	7842.3
1996	herring	5	12244.2
1997	herring	5	8380.6
1998	herring	5	10673.2
1999	herring	5	25969.1
2000	herring	5	21047.3
2001	herring	5	13966.8
2002	herring	5	12349.1
2003	herring	5	23522.9
2004	herring	5	7736.5
2005	herring	5	7769.2
2006	herring	5	15381.8
2007	herring	5	16092.3
2008	herring	5	10242.7
2009	herring	5	10242.3
2010	herring	5	11905.0
2011	herring	5	1816.9
2012	herring	5	9592.1
2013	herring	5	47223.2
2014	herring	5	4571.8
1965	herring	6	0.0
1966	herring	6	1517.0
1967	herring	6	35977.9
1968	herring	6	4380.9
1969	herring	6	3605.8
1970	herring	6	22511.0
1971	herring	6	41247.4
1972	herring	6	37566.0
1973	herring	6	9440.0
1974	herring	6	4679.6
1975	herring	6	11760.3
1976	herring	6	44296.5
1977	herring	6	4681.9
1978	herring	6	1422.1
1979	herring	6	3190.7
1980	herring	6	856.8
1981	herring	6	965.0
1982	herring	6	5538.3
1983	herring	6	2335.4
1984	herring	6	360.0
1985	herring	6	2518.7
1986	herring	6	2028.4
1987	herring	6	2379.7
1988	herring	6	4720.9
1989	herring	6	11801.9
1990	herring	6	4469.2
1991	herring	6	5934.6
1992	herring	6	10795.1
1993	herring	6	8868.7
1994	herring	6	10543.8
1995	herring	6	17486.4
1996	herring	6	23774.1
1997	herring	6	10545.9
1998	herring	6	5154.1
1999	herring	6	10596.0
2000	herring	6	25283.5
2001	herring	6	17259.5
2002	herring	6	9341.4
2003	herring	6	8101.6
2004	herring	6	8904.3
2005	herring	6	6970.9
2006	herring	6	4573.3
2007	herring	6	8336.5
2008	herring	6	12957.9
2009	herring	6	9725.1
2010	herring	6	2889.2
2011	herring	6	1398.5
2012	herring	6	2093.0
2013	herring	6	8382.5
2014	herring	6	20511.7
1965	herring	7	0.0
1966	herring	7	324.0
1967	herring	7	68545.9
1968	herring	7	534.4
1969	herring	7	7158.0
1970	herring	7	19129.7
1971	herring	7	27764.5
1972	herring	7	22558.7
1973	herring	7	10648.6
1974	herring	7	4272.7
1975	herring	7	5572.8
1976	herring	7	3318.9
1977	herring	7	16978.2
1978	herring	7	1939.7
1979	herring	7	472.6
1980	herring	7	1256.6
1981	herring	7	268.8
1982	herring	7	586.7
1983	herring	7	1836.1
1984	herring	7	1219.3
1985	herring	7	109.3
1986	herring	7	903.9
1987	herring	7	684.9
1988	herring	7	1434.6
1989	herring	7	3088.9
1990	herring	7	8117.3
1991	herring	7	4971.5
1992	herring	7	5886.6
1993	herring	7	6380.6
1994	herring	7	5700.0
1995	herring	7	21096.5
1996	herring	7	15715.8
1997	herring	7	11536.5
1998	herring	7	5207.9
1999	herring	7	4523.8
2000	herring	7	6360.8
2001	herring	7	17037.7
2002	herring	7	9597.1
2003	herring	7	7683.2
2004	herring	7	3995.2
2005	herring	7	4884.0
2006	herring	7	3220.6
2007	herring	7	2383.7
2008	herring	7	6947.8
2009	herring	7	10552.7
2010	herring	7	2284.5
2011	herring	7	246.1
2012	herring	7	2353.9
2013	herring	7	1142.2
2014	herring	7	3532.7
1965	herring	8	0.0
1966	herring	8	0.0
1967	herring	8	19420.3
1968	herring	8	56.7
1969	herring	8	20022.1
1970	herring	8	24811.5
1971	herring	8	44491.5
1972	herring	8	17599.7
1973	herring	8	8425.4
1974	herring	8	4069.2
1975	herring	8	7141.0
1976	herring	8	2456.8
1977	herring	8	1869.9
1978	herring	8	8184.7
1979	herring	8	1874.2
1980	herring	8	855.5
1981	herring	8	457.0
1982	herring	8	674.7
1983	herring	8	381.8
1984	herring	8	655.8
1985	herring	8	519.0
1986	herring	8	220.5
1987	herring	8	298.5
1988	herring	8	597.2
1989	herring	8	1402.8
1990	herring	8	5305.5
1991	herring	8	8877.3
1992	herring	8	8731.7
1993	herring	8	4977.1
1994	herring	8	4224.6
1995	herring	8	17838.1
1996	herring	8	6222.9
1997	herring	8	3714.7
1998	herring	8	3888.1
1999	herring	8	3104.9
2000	herring	8	2945.3
2001	herring	8	4721.6
2002	herring	8	5590.6
2003	herring	8	5525.3
2004	herring	8	1177.1
2005	herring	8	1043.5
2006	herring	8	2471.9
2007	herring	8	1379.0
2008	herring	8	4147.9
2009	herring	8	4655.6
2010	herring	8	1276.6
2011	herring	8	246.1
2012	herring	8	871.6
2013	herring	8	475.9
2014	herring	8	336.2
1968	mackerel	1	118409.0
1969	mackerel	1	3051.0
1970	mackerel	1	178335.0
1971	mackerel	1	70235.0
1972	mackerel	1	22100.0
1973	mackerel	1	156661.0
1974	mackerel	1	92677.0
1975	mackerel	1	368394.0
1976	mackerel	1	11697.0
1977	mackerel	1	1353.0
1978	mackerel	1	98.0
1979	mackerel	1	196.0
1980	mackerel	1	1194.0
1981	mackerel	1	9955.0
1982	mackerel	1	1555.0
1983	mackerel	1	1956.0
1984	mackerel	1	440.0
1985	mackerel	1	2748.0
1986	mackerel	1	926.0
1987	mackerel	1	2877.0
1988	mackerel	1	888.0
1989	mackerel	1	1533.0
1990	mackerel	1	3731.0
1991	mackerel	1	767.0
1992	mackerel	1	842.0
1993	mackerel	1	4809.0
1994	mackerel	1	10245.0
1995	mackerel	1	2352.0
1996	mackerel	1	5613.0
1997	mackerel	1	3433.0
1998	mackerel	1	821.0
1999	mackerel	1	1571.0
2000	mackerel	1	3630.0
2001	mackerel	1	1682.0
2002	mackerel	1	7636.0
2003	mackerel	1	6157.0
2004	mackerel	1	25910.0
2005	mackerel	1	2038.0
2006	mackerel	1	2281.0
2007	mackerel	1	2883.0
2008	mackerel	1	10518.0
2009	mackerel	1	3628.0
2010	mackerel	1	6121.0
2011	mackerel	1	5670.0
2012	mackerel	1	4605.0
2013	mackerel	1	4588.0
2014	mackerel	1	12181.0
2015	mackerel	1	10845.0
2016	mackerel	1	16871.0
1968	mackerel	2	57679.0
1969	mackerel	2	243349.0
1970	mackerel	2	51767.0
1971	mackerel	2	289693.0
1972	mackerel	2	85601.0
1973	mackerel	2	271650.0
1974	mackerel	2	233097.0
1975	mackerel	2	422098.0
1976	mackerel	2	343418.0
1977	mackerel	2	20757.0
1978	mackerel	2	18.0
1979	mackerel	2	120.0
1980	mackerel	2	9445.0
1981	mackerel	2	4264.0
1982	mackerel	2	5901.0
1983	mackerel	2	13678.0
1984	mackerel	2	20626.0
1985	mackerel	2	1047.0
1986	mackerel	2	8433.0
1987	mackerel	2	11470.0
1988	mackerel	2	12306.0
1989	mackerel	2	8301.0
1990	mackerel	2	23183.0
1991	mackerel	2	8504.0
1992	mackerel	2	4251.0
1993	mackerel	2	6521.0
1994	mackerel	2	4430.0
1995	mackerel	2	7784.0
1996	mackerel	2	18678.0
1997	mackerel	2	11024.0
1998	mackerel	2	10338.0
1999	mackerel	2	4122.0
2000	mackerel	2	8480.0
2001	mackerel	2	24589.0
2002	mackerel	2	15397.0
2003	mackerel	2	23630.0
2004	mackerel	2	62353.0
2005	mackerel	2	63004.0
2006	mackerel	2	20106.0
2007	mackerel	2	35136.0
2008	mackerel	2	18964.0
2009	mackerel	2	59703.0
2010	mackerel	2	33222.0
2011	mackerel	2	1290.0
2012	mackerel	2	28479.0
2013	mackerel	2	11190.0
2014	mackerel	2	8913.0
2015	mackerel	2	14142.0
2016	mackerel	2	13269.0
1968	mackerel	3	53778.0
1969	mackerel	3	147855.0
1970	mackerel	3	496983.0
1971	mackerel	3	126362.0
1972	mackerel	3	253001.0
1973	mackerel	3	279696.0
1974	mackerel	3	254413.0
1975	mackerel	3	108826.0
1976	mackerel	3	259590.0
1977	mackerel	3	81258.0
1978	mackerel	3	869.0
1979	mackerel	3	111.0
1980	mackerel	3	1156.0
1981	mackerel	3	4057.0
1982	mackerel	3	1091.0
1983	mackerel	3	4041.0
1984	mackerel	3	13140.0
1985	mackerel	3	99205.0
1986	mackerel	3	3449.0
1987	mackerel	3	11264.0
1988	mackerel	3	9246.0
1989	mackerel	3	9757.0
1990	mackerel	3	37408.0
1991	mackerel	3	38582.0
1992	mackerel	3	2541.0
1993	mackerel	3	3100.0
1994	mackerel	3	11850.0
1995	mackerel	3	2028.0
1996	mackerel	3	19378.0
1997	mackerel	3	16243.0
1998	mackerel	3	9996.0
1999	mackerel	3	14057.0
2000	mackerel	3	4329.0
2001	mackerel	3	16021.0
2002	mackerel	3	75505.0
2003	mackerel	3	22822.0
2004	mackerel	3	15854.0
2005	mackerel	3	41932.0
2006	mackerel	3	127331.0
2007	mackerel	3	22617.0
2008	mackerel	3	37173.0
2009	mackerel	3	12988.0
2010	mackerel	3	12385.0
2011	mackerel	3	1104.0
2012	mackerel	3	1804.0
2013	mackerel	3	8194.0
2014	mackerel	3	6998.0
2015	mackerel	3	2310.0
2016	mackerel	3	1848.0
1968	mackerel	4	34153.0
1969	mackerel	4	64358.0
1970	mackerel	4	156882.0
1971	mackerel	4	536983.0
1972	mackerel	4	178572.0
1973	mackerel	4	228373.0
1974	mackerel	4	96039.0
1975	mackerel	4	96454.0
1976	mackerel	4	80470.0
1977	mackerel	4	44098.0
1978	mackerel	4	2667.0
1979	mackerel	4	485.0
1980	mackerel	4	463.0
1981	mackerel	4	217.0
1982	mackerel	4	4096.0
1983	mackerel	4	985.0
1984	mackerel	4	1787.0
1985	mackerel	4	19695.0
1986	mackerel	4	60057.0
1987	mackerel	4	5417.0
1988	mackerel	4	8023.0
1989	mackerel	4	6384.0
1990	mackerel	4	6945.0
1991	mackerel	4	15066.0
1992	mackerel	4	13359.0
1993	mackerel	4	1785.0
1994	mackerel	4	10312.0
1995	mackerel	4	6413.0
1996	mackerel	4	902.0
1997	mackerel	4	8348.0
1998	mackerel	4	8685.0
1999	mackerel	4	9291.0
2000	mackerel	4	4618.0
2001	mackerel	4	5926.0
2002	mackerel	4	5444.0
2003	mackerel	4	56047.0
2004	mackerel	4	17312.0
2005	mackerel	4	11407.0
2006	mackerel	4	29232.0
2007	mackerel	4	30040.0
2008	mackerel	4	9159.0
2009	mackerel	4	18387.0
2010	mackerel	4	1034.0
2011	mackerel	4	163.0
2012	mackerel	4	1183.0
2013	mackerel	4	133.0
2014	mackerel	4	1501.0
2015	mackerel	4	1104.0
2016	mackerel	4	114.0
1968	mackerel	5	12795.0
1969	mackerel	5	5039.0
1970	mackerel	5	25733.0
1971	mackerel	5	198852.0
1972	mackerel	5	372354.0
1973	mackerel	5	184575.0
1974	mackerel	5	109590.0
1975	mackerel	5	55966.0
1976	mackerel	5	48714.0
1977	mackerel	5	8778.0
1978	mackerel	5	1725.0
1979	mackerel	5	1398.0
1980	mackerel	5	1813.0
1981	mackerel	5	344.0
1982	mackerel	5	485.0
1983	mackerel	5	2988.0
1984	mackerel	5	419.0
1985	mackerel	5	1648.0
1986	mackerel	5	13872.0
1987	mackerel	5	82985.0
1988	mackerel	5	9199.0
1989	mackerel	5	5536.0
1990	mackerel	5	5730.0
1991	mackerel	5	5248.0
1992	mackerel	5	7835.0
1993	mackerel	5	4472.0
1994	mackerel	5	2600.0
1995	mackerel	5	3814.0
1996	mackerel	5	8030.0
1997	mackerel	5	586.0
1998	mackerel	5	3594.0
1999	mackerel	5	5159.0
2000	mackerel	5	2001.0
2001	mackerel	5	5031.0
2002	mackerel	5	2056.0
2003	mackerel	5	4793.0
2004	mackerel	5	70073.0
2005	mackerel	5	7364.0
2006	mackerel	5	6397.0
2007	mackerel	5	5289.0
2008	mackerel	5	10191.0
2009	mackerel	5	2203.0
2010	mackerel	5	747.0
2011	mackerel	5	24.0
2012	mackerel	5	346.0
2013	mackerel	5	130.0
2014	mackerel	5	2.0
2015	mackerel	5	171.0
2016	mackerel	5	36.0
1968	mackerel	6	5880.0
1969	mackerel	6	2392.0
1970	mackerel	6	6663.0
1971	mackerel	6	33531.0
1972	mackerel	6	83684.0
1973	mackerel	6	184715.0
1974	mackerel	6	107156.0
1975	mackerel	6	64989.0
1976	mackerel	6	25458.0
1977	mackerel	6	7652.0
1978	mackerel	6	2042.0
1979	mackerel	6	779.0
1980	mackerel	6	3967.0
1981	mackerel	6	1431.0
1982	mackerel	6	291.0
1983	mackerel	6	222.0
1984	mackerel	6	3049.0
1985	mackerel	6	299.0
1986	mackerel	6	1171.0
1987	mackerel	6	12102.0
1988	mackerel	6	82006.0
1989	mackerel	6	1777.0
1990	mackerel	6	3506.0
1991	mackerel	6	3138.0
1992	mackerel	6	993.0
1993	mackerel	6	1418.0
1994	mackerel	6	6680.0
1995	mackerel	6	1144.0
1996	mackerel	6	4144.0
1997	mackerel	6	4030.0
1998	mackerel	6	818.0
1999	mackerel	6	1686.0
2000	mackerel	6	825.0
2001	mackerel	6	1012.0
2002	mackerel	6	3854.0
2003	mackerel	6	3325.0
2004	mackerel	6	6002.0
2005	mackerel	6	32893.0
2006	mackerel	6	4964.0
2007	mackerel	6	856.0
2008	mackerel	6	1703.0
2009	mackerel	6	2074.0
2010	mackerel	6	21.0
2011	mackerel	6	4.0
2012	mackerel	6	30.0
2013	mackerel	6	32.0
2014	mackerel	6	0.0
2015	mackerel	6	9.0
2016	mackerel	6	16.0
1968	mackerel	7	315.0
1969	mackerel	7	1218.0
1970	mackerel	7	4982.0
1971	mackerel	7	7556.0
1972	mackerel	7	20185.0
1973	mackerel	7	26542.0
1974	mackerel	7	102549.0
1975	mackerel	7	49862.0
1976	mackerel	7	38156.0
1977	mackerel	7	4892.0
1978	mackerel	7	1543.0
1979	mackerel	7	610.0
1980	mackerel	7	1448.0
1981	mackerel	7	3957.0
1982	mackerel	7	777.0
1983	mackerel	7	254.0
1984	mackerel	7	261.0
1985	mackerel	7	1755.0
1986	mackerel	7	211.0
1987	mackerel	7	2279.0
1988	mackerel	7	18546.0
1989	mackerel	7	67672.0
1990	mackerel	7	161.0
1991	mackerel	7	2248.0
1992	mackerel	7	1019.0
1993	mackerel	7	443.0
1994	mackerel	7	1447.0
1995	mackerel	7	4193.0
1996	mackerel	7	1056.0
1997	mackerel	7	2979.0
1998	mackerel	7	3131.0
1999	mackerel	7	109.0
2000	mackerel	7	227.0
2001	mackerel	7	546.0
2002	mackerel	7	1150.0
2003	mackerel	7	3695.0
2004	mackerel	7	1764.0
2005	mackerel	7	1841.0
2006	mackerel	7	21176.0
2007	mackerel	7	766.0
2008	mackerel	7	176.0
2009	mackerel	7	178.0
2010	mackerel	7	46.0
2011	mackerel	7	0.0
2012	mackerel	7	0.0
2013	mackerel	7	0.0
2014	mackerel	7	0.0
2015	mackerel	7	0.0
2016	mackerel	7	4.0
1968	mackerel	8	115.0
1969	mackerel	8	2787.0
1970	mackerel	8	8720.0
1971	mackerel	8	2669.0
1972	mackerel	8	4144.0
1973	mackerel	8	9448.0
1974	mackerel	8	24184.0
1975	mackerel	8	49037.0
1976	mackerel	8	32706.0
1977	mackerel	8	5038.0
1978	mackerel	8	551.0
1979	mackerel	8	318.0
1980	mackerel	8	692.0
1981	mackerel	8	1591.0
1982	mackerel	8	3572.0
1983	mackerel	8	2381.0
1984	mackerel	8	221.0
1985	mackerel	8	131.0
1986	mackerel	8	2549.0
1987	mackerel	8	180.0
1988	mackerel	8	2401.0
1989	mackerel	8	2284.0
1990	mackerel	8	38427.0
1991	mackerel	8	151.0
1992	mackerel	8	288.0
1993	mackerel	8	398.0
1994	mackerel	8	302.0
1995	mackerel	8	1225.0
1996	mackerel	8	2565.0
1997	mackerel	8	1388.0
1998	mackerel	8	3458.0
1999	mackerel	8	1600.0
2000	mackerel	8	5.0
2001	mackerel	8	625.0
2002	mackerel	8	107.0
2003	mackerel	8	523.0
2004	mackerel	8	2241.0
2005	mackerel	8	781.0
2006	mackerel	8	655.0
2007	mackerel	8	2526.0
2008	mackerel	8	270.0
2009	mackerel	8	52.0
2010	mackerel	8	0.0
2011	mackerel	8	0.0
2012	mackerel	8	0.0
2013	mackerel	8	0.0
2014	mackerel	8	0.0
2015	mackerel	8	0.0
2016	mackerel	8	0.0
1968	mackerel	9	534.0
1969	mackerel	9	1871.0
1970	mackerel	9	8770.0
1971	mackerel	9	3154.0
1972	mackerel	9	7803.0
1973	mackerel	9	3631.0
1974	mackerel	9	5759.0
1975	mackerel	9	12192.0
1976	mackerel	9	21113.0
1977	mackerel	9	3015.0
1978	mackerel	9	3098.0
1979	mackerel	9	498.0
1980	mackerel	9	604.0
1981	mackerel	9	905.0
1982	mackerel	9	1351.0
1983	mackerel	9	2430.0
1984	mackerel	9	1378.0
1985	mackerel	9	186.0
1986	mackerel	9	98.0
1987	mackerel	9	2024.0
1988	mackerel	9	1058.0
1989	mackerel	9	556.0
1990	mackerel	9	1711.0
1991	mackerel	9	16336.0
1992	mackerel	9	312.0
1993	mackerel	9	1218.0
1994	mackerel	9	73.0
1995	mackerel	9	220.0
1996	mackerel	9	859.0
1997	mackerel	9	2479.0
1998	mackerel	9	447.0
1999	mackerel	9	1146.0
2000	mackerel	9	128.0
2001	mackerel	9	67.0
2002	mackerel	9	12.0
2003	mackerel	9	0.0
2004	mackerel	9	2268.0
2005	mackerel	9	1.0
2006	mackerel	9	100.0
2007	mackerel	9	122.0
2008	mackerel	9	693.0
2009	mackerel	9	25.0
2010	mackerel	9	0.0
